Year;Country Code;Country Name;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population)
1995;IND;India;653.9000244;0.167970957;2111.7;81.05;7.57449184;674.6195583;134130001.2;60.32;0.007954996;324.2048399;3.1;73.393
1996;IND;India;565;0.163915612;2181;84.09;7.549522249;711.9288337;113260002.1;60.783;0.033385444;330.4078256;2.9;73.183
1997;IND;India;528;0.161455685;2228.6;86.51;4.049820849;727.0431808;100230001;61.233;0.088104603;336.6417989;2.9;72.972
1998;IND;India;531.2999878;0.158324276;2248.4;88.02;6.184415821;757.9341127;73309999.23;61.669;0.117255444;342.8921734;3.7703764;72.76
1999;IND;India;531.2000122;0.1550732;2313.7;92.14;8.845755561;810.2172832;94070000.65;62.093;0.181522681;349.1395289;4.29;72.547
2000;IND;India;547.652;0.152312819;2294.2;91.53;3.840991157;826.5924931;102879999.9;62.505;0.338555535;355.3676519;4.258092404;72.333
2001;IND;India;515.37;0.149139523;2423.1;94.63;4.823966264;851.6165693;94890001.05;62.907;0.608372045;361.5645435;4.013623964;72.082
2002;IND;India;546.34;0.146738752;2187.3;87.38;3.803975321;869.2013874;94100000.62;63.304;1.189041948;367.7253014;3.769155524;71.756
2003;IND;India;579.85;0.143765787;2399.4;96.38;7.860381476;922.16796;73569999.93;63.699;3.030976024;373.8486757;3.524687084;71.428
2004;IND;India;708.475;0.141357723;2350;94.74;7.922936613;979.2838477;78919998.66;64.095;4.622779363;379.936518;3.264614434;71.097
2005;IND;India;774.04;0.13893571;2411.6;100.03;7.923430621;1040.312313;95199998.43;64.5;7.854585245;385.9860712;3.13;70.765
2006;IND;India;842.55;0.136133733;2446.5;105.23;8.060732573;1106.92647;99050000.78;64.918;14.24727183;391.9985911;3.08;70.431
2007;IND;India;967.684;0.133553698;2583.3;114.49;7.660815065;1173.87531;93959999.44;65.35;19.74460191;397.9595895;3.08;70.094
2008;IND;India;1233.937;0.131589055;2637.9;117;3.08669806;1192.511732;71820000.88;65.794;28.89137464;403.8321685;3.08;69.754
2009;IND;India;1235.158;0.129687608;2580.8;114.27;7.861888833;1268.24921;82729998.35;66.244;43.12053018;409.5689192;3.08;69.413
2010;IND;India;1630.964142;0.127206834;2676.4;123.19;8.497584702;1357.563719;84620000.73;66.693;60.94154381;415.1369976;3.08;69.07
2011;IND;India;1702.702702;0.125554199;2860.7;130.87;5.241344743;1410.426305;99970002.18;67.13;71.49252962;420.5209654;3.08;68.724
2012;IND;India;1579.229879;0.123675248;2963.5;133.81;5.456358951;1469.17761;84316738.52;67.545;68.31524817;425.7322236;3.08;68.366
2013;IND;India;1733.76172;0.122139574;2969.9;139.06;6.386106401;1544.619247;89183468.54;67.931;69.19699374;430.7986133;3.08;67.997
2014;IND;India;1851.32674;0.120764507;2960.4;142.88;7.410227605;1640.1807;97908786.23;68.286;72.86262075;435.762324;3.08;67.616
2015;IND;India;1833.847614;0.119423511;2856.7;141;7.996253786;1751.664434;102430155.5;68.607;76.40759943;440.6554586;3.08;67.223
2016;IND;India;1893.8815;0.118129005;3021.1;144.39;8.169526505;1874.228561;104694949.3;68.897;85.14868348;445.4843414;3.08;66.818
2017;IND;India;2407.098107;0.120168657;3160.8;141.7379007;7.167888861;1987.341151;109485446.6;69.165;87.31773719;450.2432858;3.08;66.4
2018;IND;India;2703.964174;0.119148057;2971.599247;142.6482945;6.811369326;2100.80078;101994470.9;68.73032641;86.94256319;454.9380726;3.08;65.97
2019;IND;India;;0.118557481;3052.617393;143.4572773;7.59411956;1924.388377;0;68.95114107;84.79027367;447.6298096;3.08;66.62369679
1960;IRL;Ireland;;0.562951423;3141.5;49.58;3.469887887;12745.35551;0;69.7965122;0;40.99869357;4.0104651;54.816
1961;IRL;Ireland;;0.562951423;3141.5;49.58;3.469887887;12745.35551;0;69.97826829;0;40.99869357;4.0104651;54.607
1962;IRL;Ireland;;0.552529046;3330.8;48.36;3.469887887;12745.35551;0;70.13407317;0;41.16780375;4.0104651;54.397
1963;IRL;Ireland;;0.547210488;3125.6;48.9;3.469887887;12745.35551;0;70.27292683;0;41.4087676;4.0104651;54.187
1964;IRL;Ireland;;0.532347247;2929.2;50.62;3.469887887;12745.35551;0;70.40129268;0;41.61053854;4.0104651;53.977
1965;IRL;Ireland;;0.518541688;3111.2;49.11;3.469887887;12745.35551;0;70.52314634;0;41.76658441;4.0104651;53.767
1966;IRL;Ireland;;0.494669067;3270;51.26;3.469887887;12745.35551;0;70.63843902;0;41.9335172;4.0104651;53.363
1967;IRL;Ireland;;0.490619993;3563.8;58.36;3.469887887;12745.35551;0;70.74514634;0;42.13165917;4.0104651;52.205
1968;IRL;Ireland;;0.478125911;4002.5;58.49;3.469887887;12745.35551;0;70.84429268;0;42.32181739;4.0104651;51.044
1969;IRL;Ireland;;0.470905154;3920.2;58.11;3.469887887;12745.35551;0;70.93787805;0;42.57003919;4.0104651;49.885
1970;IRL;Ireland;57.70000076;0.465635303;3633.8;57.65;3.469887887;12745.35551;0;71.03143902;0;42.92713021;4.0104651;48.724
1971;IRL;Ireland;64.80000305;0.455540516;4090.2;63.79;3.469887887;13034.22237;0;71.12853659;0;43.43228335;3.6;47.731
1972;IRL;Ireland;78.30000305;0.438941667;3846.7;62.26;6.489808428;13675.35715;0;71.2322439;0;44.08259544;3.8;47.389
1973;IRL;Ireland;86.80000305;0.415755278;3690;60.12;4.721428205;14093.16998;0;71.34556098;0;44.79532588;3.8;47.048
1974;IRL;Ireland;88.19999695;0.39936255;4140.7;67.07;4.260229483;14452.15188;0;71.47202439;0;45.54362026;3.9;46.706
1975;IRL;Ireland;68.69999695;0.386888433;4070.2;76.93;5.656645565;15020.4746;0;71.61660976;0;46.29917259;5.0382538;46.366
1976;IRL;Ireland;74.90000153;0.373064035;3581.5;69.69;1.394807906;15001.86442;0;71.78278049;0;47.0031935;3.7;46.025
1977;IRL;Ireland;85.80000305;0.360428981;4920.8;78.55;8.211300457;16015.34734;0;71.969;0;47.64407026;4.4;45.685
1978;IRL;Ireland;85.69999695;0.347841759;4558.6;84.46;7.186728472;16924.48951;0;72.17373171;0;48.32486573;4.3;45.345
1979;IRL;Ireland;98.40000153;0.335828084;4778.7;80.02;3.073036339;17213.71431;0;72.39346341;0;48.97300044;4.6;45.006
1980;IRL;Ireland;89.30000305;0.324660103;4650.5;86.5;3.079329233;17540.75305;0;72.6232439;0;49.53984613;4.7;44.667
1981;IRL;Ireland;83.90000153;0.313640313;4771.1;76.26;3.325215695;17913.02015;0;72.85609756;0;50.12338511;5.1;44.366
1982;IRL;Ireland;75.80000305;0.303517127;5279.3;81.9;2.283468514;18149.655;0;73.08807317;0;50.59950646;5;44.206
1983;IRL;Ireland;84.90000153;0.289694069;5035.9;85.68;-0.244301151;17977.41346;0;73.31368293;0;50.95950065;5.2;44.045
1984;IRL;Ireland;98.09999847;0.294698568;6179.4;91.91;4.354372472;18644.31802;0;73.53146341;0;51.27628103;5.3;43.885
1985;IRL;Ireland;81.5;0.290835543;5238.2;93.81;3.085615035;19188.86902;0;73.74236585;0.008544625;51.35842648;5.3;43.725
1986;IRL;Ireland;75;0.28448819;5363;96.05;-0.428330533;19097.99751;0;73.95141463;0.042656996;51.38176804;5.3;43.573
1987;IRL;Ireland;80.80000305;0.276831701;6286.3;94.16;4.663091106;19986.4823;0;74.16253659;0.098838737;51.38709537;5.6;43.447
1988;IRL;Ireland;95.80000305;0.291351733;6411;90.99;5.217414069;21119.39166;0;74.37770732;0.179375517;51.16778923;5.3;43.322
1989;IRL;Ireland;117.5;0.299628967;5996.3;89.82;5.813919563;22435.98295;0;74.59590244;0.386919119;50.96543765;5.1;43.196
1990;IRL;Ireland;128.3000031;0.296245789;6577.4;98.68;8.466527957;24314.99803;0;74.80909756;0.712071173;51.00847728;4.8;43.071
1991;IRL;Ireland;115.4000015;0.291152116;6521;100.54;1.929639549;24642.10748;0;75.00526829;0.90968272;51.30258383;5.1;42.927
1992;IRL;Ireland;109.5;0.281865879;6741.2;103.62;3.343274316;25292.80883;0;75.18095122;1.246510832;51.65379591;5.3;42.707
1993;IRL;Ireland;97.40000153;0.286052947;5728.1;104.12;2.692609201;25844.34146;0;75.33612195;1.722615974;51.91262883;5.4;42.488
1994;IRL;Ireland;101.1999969;0.282420887;5988.3;98.7;5.755826918;27224.37013;0;75.47680488;2.466428544;52.11766584;5.5;42.269
1995;IRL;Ireland;107;0.285410191;6578.7;99.29;9.634422339;29694.647;0;75.61756098;4.398435938;52.38555668;5.2;42.051
1996;IRL;Ireland;102.0999985;0.29113322;7322;102.78;7.414229402;31644.88605;0;75.83170732;7.9731664;52.80171288;5.1;41.827
1997;IRL;Ireland;122.0999985;0.281696198;6297.1;100.09;10.90372998;34745.17632;0;75.98536585;14.92702465;53.3338801;5.6613754;41.581
1998;IRL;Ireland;129.6000061;0.292240464;6236.6;104.97;8.691343888;37373.12843;0;76.1804878;25.65201817;53.89310495;4.458238512;41.336
1999;IRL;Ireland;138;0.286567597;6985.7;112.57;10.50355958;40835.69218;0;76.08292683;44.94209786;54.50407897;4.34;41.09
2000;IRL;Ireland;167.595;0.283035677;7795.7;107.63;9.445750602;44101.10739;0;76.53658537;65.05241861;55.23550588;4.26;40.845
2001;IRL;Ireland;158.778;0.307275047;7580.9;103.79;5.278431341;45695.58841;0;77.13414634;77.29855853;56.12197706;4.21;40.601
2002;IRL;Ireland;116.063;0.299342794;6567.1;99.98;5.919816051;47591.89343;0;77.63414634;76.76564829;57.07572942;4.42;40.351
2003;IRL;Ireland;121.788;0.295757235;7100.7;101.84;3.019969048;48236.96272;0;78.13902439;87.93801927;58.01307882;4.56;40.075
2004;IRL;Ireland;124.11;0.296049738;8077.9;101.65;6.721353321;50546.49105;0;78.53902439;95.117702;59.08349543;4.9;39.798
2005;IRL;Ireland;106.997;0.284621269;6904.7;98.54;5.700089237;52276.24433;0;78.94390244;103.1096369;60.38487444;4.83;39.523
2006;IRL;Ireland;130.503;0.269796525;7465.2;99.82;5.070901037;53466.06622;0;79.24146341;110.8615681;62.03499782;4.81;39.262
2007;IRL;Ireland;125.283;0.240967033;7188.8;101.01;5.32426724;54708.07058;0;79.64146341;114.9394597;63.85457976;4.95;39.06
2008;IRL;Ireland;122.241;0.245236487;7644.9;94.24;-4.480383335;51202.35932;0;80.09512195;114.3177837;65.16974888;5.7;38.859
2009;IRL;Ireland;120.852;0.240112449;6887.1;94.82;-5.079212673;48110.5515;0;80.1902439;104.6705407;65.83502685;6.77;38.658
2010;IRL;Ireland;138.4751217;0.22170299;7456.3;101.49;1.809979744;48715.17686;0;80.74390244;103.2310634;66.19473073;6.65;38.458
2011;IRL;Ireland;123.4521217;0.231873477;8441.5;102.53;0.343440795;48669.7857;0;80.74634146;106.8664733;66.484018;6.67;38.258
2012;IRL;Ireland;123.1100999;0.254373651;6741.2;96.55;0.225714843;48573.37725;0;80.84634146;108.7990577;66.76633764;6.74;38.058
2013;IRL;Ireland;118.253832;0.24071027;7802.1;100.65;1.351634004;48971.36968;0;80.94878049;105.7496368;67.11882712;5.922919878;37.859
2014;IRL;Ireland;126.164748;0.227148789;8471.6;102.7;8.556687985;52774.50118;0;81.34878049;106.176478;67.61126433;5.420952341;37.66
2015;IRL;Ireland;138.58;0.096342863;9008.6;109.01;25.16253305;65432.73444;0;81.45365854;105.3646002;68.25311366;4.559979657;37.462
2016;IRL;Ireland;118.207;0.093789397;8223.1;110.02;3.677815811;67077.74361;0;81.70487805;103.8191107;69.0279431;4.559979657;37.263
2017;IRL;Ireland;154.38504;0.164855195;8785;105.5513384;8.145296156;71755.96702;0;81.95609756;103.0630014;69.78353898;4.559979657;37.053
2018;IRL;Ireland;168.7117;0.11816348;8604.594027;108.2954518;8.169870933;76880.8077;0;81.58732628;103.1710486;70.45298302;4.698046289;36.83
2019;IRL;Ireland;;0.099135464;8580.155609;109.5008373;8.799506797;69578.97235;0;81.76322851;103.7083253;69.35974975;4.57770969;37.16380281
1960;IRN;Iran, Islamic Rep.;;0.66635908;849.9;14.63;11.47760109;2980.575002;0;44.947;0;13.80213905;6.595267;66.265
1961;IRN;Iran, Islamic Rep.;;0.66635908;849.9;14.63;11.47760109;3237.914518;0;45.512;0;13.80213905;6.595267;65.611
1962;IRN;Iran, Islamic Rep.;;0.649724561;883.6;15.46;8.590432965;3426.005758;0;46.069;0;14.16495678;6.595267;64.949
1963;IRN;Iran, Islamic Rep.;;0.633439044;857.4;15;7.274456069;3580.719725;0;46.621;0;14.53882586;6.595267;64.282
1964;IRN;Iran, Islamic Rep.;;0.61749574;850.2;15.33;9.193938555;3808.978866;0;47.172;0;14.92415089;6.595267;63.609
1965;IRN;Iran, Islamic Rep.;;0.601886453;882.1;16.42;17.2176732;4349.036191;0;47.729;0;15.32139358;6.595267;62.932
1966;IRN;Iran, Islamic Rep.;;0.586550937;883.6;17.33;11.23994792;4711.464413;0;48.298;0;15.73244247;6.595267;62.248
1967;IRN;Iran, Islamic Rep.;;0.57185668;879.8;17.52;11.6328634;5120.966391;0;48.888;0;16.15817125;6.595267;61.443
1968;IRN;Iran, Islamic Rep.;;0.558585419;875.1;19.1;14.80807671;5723.824595;4219999.79;49.503;0;16.59702534;6.595267;60.563
1969;IRN;Iran, Islamic Rep.;;0.544571993;884.2;19.71;16.33385741;6483.108777;3870000.005;50.148;0;17.04666372;6.595267;59.679
1970;IRN;Iran, Islamic Rep.;8;0.531320446;884.7;20.23;11.12258869;7014.973638;4769999.981;50.855;0;17.50648714;6.595267;58.788
1971;IRN;Iran, Islamic Rep.;11.10000038;0.532109065;821.9;20.3;14.42019196;7816.100761;5330000.111;51.661;0;17.97784265;2.6;57.89
1972;IRN;Iran, Islamic Rep.;11.89999962;0.539545794;917.9;22.4;14.41534727;8706.812216;6120000.214;52.559;0;18.46514956;2.4;56.986
1973;IRN;Iran, Islamic Rep.;15;0.546856928;924.8;23.3;8.563301361;9198.424781;5869999.871;53.513;0;18.9749914;2.6;56.08
1974;IRN;Iran, Islamic Rep.;18.79999924;0.514998976;908;24.49;6.496854147;9524.597001;7689999.998;54.463;0;19.51574879;2.3;55.168
1975;IRN;Iran, Islamic Rep.;38.5;0.484268574;1052.9;25.07;-2.419332157;9026.29929;9200000.137;55.264;0;20.09490164;2.5;54.253
1976;IRN;Iran, Islamic Rep.;70.80000305;0.454438185;1220.4;27.52;17.23363078;10266.85874;2890000.04;55.744;0;20.71143754;6.595267;53.334
1977;IRN;Iran, Islamic Rep.;77.19999695;0.430106044;1143.4;27.6;-4.064888729;9546.963576;8429999.847;55.827;0;21.36781662;5.2;52.53
1978;IRN;Iran, Islamic Rep.;87.30000305;0.394651899;1200.6;29.58;-14.05217049;7941.234438;6999999.881;55.514;0;22.07863958;6.595267;51.79
1979;IRN;Iran, Islamic Rep.;33.29999924;0.408033518;1234.9;28.68;-10.51398398;6862.720525;1609999.979;54.882;0;22.86226147;6.595267;51.049
1980;IRN;Iran, Islamic Rep.;20.29999924;0.335858147;1066.9;30.18;-27.5264732;4791.811543;49999.99888;54.114;0;23.72985953;6.595267;50.307
1981;IRN;Iran, Islamic Rep.;35.59999847;0.337065465;1020.9;34.34;-5.176038395;4368.627847;1250000.009;53.453;0;24.68129497;6.5;49.566
1982;IRN;Iran, Islamic Rep.;42.09999847;0.337742012;1196.8;38.05;27.21041251;5335.777508;510000.0054;53.126;0;25.70620349;5.2;48.825
1983;IRN;Iran, Islamic Rep.;74.69999695;0.32999642;1092.8;38.35;8.562524882;5558.011234;8029999.956;53.287;0;26.79144687;3.8;48.084
1984;IRN;Iran, Islamic Rep.;90.30000305;0.32217068;1201.3;39.69;-8.78519283;4865.040019;10810000.17;53.983;0;27.91865652;3.5;47.343
1985;IRN;Iran, Islamic Rep.;104.3000031;0.314696633;1223.3;42.49;2.152212996;4773.002204;15370000.32;55.196;0;29.06946757;3.2;46.605
1986;IRN;Iran, Islamic Rep.;132;0.307550174;1357;46.96;-10.20623898;4119.412801;13450000.23;56.828;0;30.24402306;3.3;45.867
1987;IRN;Iran, Islamic Rep.;137.8000031;0.300817783;1302.7;46.84;0.648517189;3989.533683;23920000.79;58.665;0;31.43113903;4.1;45.283
1988;IRN;Iran, Islamic Rep.;120.5999985;0.293534075;1287.1;45.69;-5.396211137;3640.31489;29240000.07;60.516;0;32.58755925;3.5;44.743
1989;IRN;Iran, Islamic Rep.;92.30000305;0.280909109;1140.3;46.32;6.020874308;3736.666713;31290000.08;62.272;0;33.65873609;3.8;44.206
1990;IRN;Iran, Islamic Rep.;113.6999969;0.269487661;1445.3;54.53;13.83378001;4137.057257;33659999.43;63.837;0;34.60682789;3.5;43.67
1991;IRN;Iran, Islamic Rep.;86.09999847;0.289203873;1611.5;55.31;12.38338222;4543.541925;99850000.87;65.153;0;35.41285027;3.3;43.135
1992;IRN;Iran, Islamic Rep.;66.5;0.288684811;1706.6;62.85;2.834727725;4584.795879;38559999.85;66.243;0;36.08903092;3.1;42.347
1993;IRN;Iran, Islamic Rep.;60;0.290202741;1773.4;65.33;1.039997884;4559.303242;44210000.03;67.137;0;36.66824087;3.8;41.481
1994;IRN;Iran, Islamic Rep.;78.80000305;0.286133427;1817.4;66.87;-1.51158775;4426.142905;26130000.95;67.84;0.01518387;37.20045556;4;40.62
1995;IRN;Iran, Islamic Rep.;107.9000015;0.282995542;1909.1;67.89;2.282661073;4464.396575;23599999.64;68.377;0.025881039;37.72358359;3.6;39.764
1996;IRN;Iran, Islamic Rep.;109.5999985;0.274452556;1849.2;72.49;5.173283486;4631.115409;21050000.37;68.791;0.096263066;38.24683809;3.2;38.913
1997;IRN;Iran, Islamic Rep.;120.1999969;0.261370984;1857.3;72.04;0.482046871;4591.425056;26140000.1;69.139;0.378454161;38.76342248;2.8;38.147
1998;IRN;Iran, Islamic Rep.;102.3000031;0.263193947;2160.8;81.44;2.177823133;4630.144452;20389999.74;69.471;0.609602638;39.27640414;4.1551536;37.412
1999;IRN;Iran, Islamic Rep.;107.0999985;0.252110774;2049.7;77.05;0.855458607;4610.009926;20359999.98;69.813;0.756900215;39.7854073;4.12;36.682
2000;IRN;Iran, Islamic Rep.;73.719;0.227418861;1835.1;77.61;5.8580666;4818.900521;17059999.7;70.176;1.46684708;40.29040804;4.01;35.958
2001;IRN;Iran, Islamic Rep.;152.139;0.238693935;1932.6;79.06;0.778638733;4796.075687;21499999.88;70.553;3.141280503;40.79736241;4;35.242
2002;IRN;Iran, Islamic Rep.;75.457;0.238226181;2272.9;90.84;7.26555113;5080.641346;28730000.44;70.921;3.387307587;41.3104423;4.52;34.532
2003;IRN;Iran, Islamic Rep.;157.374;0.237761325;2383.4;94.57;8.734584435;5456.445319;20910000.26;71.265;5.064191448;41.82503131;4.41;33.828
2004;IRN;Iran, Islamic Rep.;89.034;0.237341493;2417.1;92.83;4.374509277;5626.71975;23200000.3;71.592;7.36125265;42.33360409;4.54;33.131
2005;IRN;Iran, Islamic Rep.;98.218;0.236990307;2301.2;102.57;3.189804087;5738.697447;10159999.94;71.917;12.19929284;42.83156941;4.51;32.442
2006;IRN;Iran, Islamic Rep.;91.86;0.236709756;2391.8;104.6;4.999795262;5957.945759;10749999.97;72.257;21.80616729;43.31808247;4.77;31.761
2007;IRN;Iran, Islamic Rep.;95.425;0.236470894;2454.3;114.6;8.155773524;6373.249584;8730000.137;72.626;41.73180691;43.79802733;4.48;31.136
2008;IRN;Iran, Islamic Rep.;97.324;0.215541733;1720.9;88.67;0.250856553;6319.770516;7730000.048;73.027;59.62235147;44.27945431;3.86;30.542
2009;IRN;Iran, Islamic Rep.;95.769;0.213452654;1997.2;99.24;1.007385458;6313.036878;6550000.057;73.457;72.0673534;44.77322442;4.04;29.955
2010;IRN;Iran, Islamic Rep.;96.53793737;0.208642549;2173.5;103.18;5.797938302;6603.212269;9210000.009;73.905;73.27808856;45.28753101;4.11;29.374
2011;IRN;Iran, Islamic Rep.;85.87630786;0.203845501;1713.7;102.61;2.645717918;6698.684962;7730000.02;74.352;75.08948655;45.82317591;3.66545007;28.8
2012;IRN;Iran, Islamic Rep.;66.23381387;0.199073702;1745.4;105.9;-7.44455703;6125.72662;6044151.768;74.776;76.98918841;46.37875562;3.22090014;28.245
2013;IRN;Iran, Islamic Rep.;84.45905908;0.192032255;1847.1;110.11;-0.194073471;6038.529835;8072404.131;75.162;85.30929143;46.95715943;3.16;27.705
2014;IRN;Iran, Islamic Rep.;96.43858378;0.189593458;2051.5;113.86;4.60341888;6236.289411;6853274.107;75.502;88.93108659;47.56118335;2.86;27.17
2015;IRN;Iran, Islamic Rep.;95.91070335;0.187114098;2230.9;112.41;-1.32064512;6073.453701;6736939.564;75.796;94.55563842;48.19139407;2.673065495;26.642
2016;IRN;Iran, Islamic Rep.;139.1752886;0.184593498;2653.4;113.29;13.39624446;6794.293215;21799064.78;76.047;101.2018754;48.84944129;3.219788243;26.12
2017;IRN;Iran, Islamic Rep.;325.6687243;0.188534576;2317.1;112.6266532;3.755187367;6952.443584;4856624.558;76.271;107.8997933;49.53090142;3.621097011;25.606
2018;IRN;Iran, Islamic Rep.;290.7379681;0.186550069;2363.407367;112.9472598;5.435522032;6469.199093;13173571;75.89868047;108.4623938;50.22242012;3.02793182;25.102
2019;IRN;Iran, Islamic Rep.;;0.185423179;2437.615111;113.081661;6.988054102;6738.531578;0;76.09023521;103.4682077;49.16547635;3.295178255;25.88873769
1960;ISL;Iceland;;0.670282468;;86.84;-0.084661946;11700.55242;0;73.42317073;0;1.785825436;4.1;19.7
1961;ISL;Iceland;;0.670282468;;86.84;-0.084661946;11465.03398;0;73.50341463;0;1.785825436;4.1;19.197
1962;ISL;Iceland;;0.657974098;;91.86;8.313712744;12190.16898;0;73.72195122;0;1.81923192;4.1;18.703
1963;ISL;Iceland;;0.646367147;;90.42;10.28338287;13206.57745;0;73.04292683;0;1.851900249;4.1;18.219
1964;ISL;Iceland;;0.634977749;;89.77;9.916544014;14260.42865;0;73.54170732;0;1.885117207;4.1;17.744
1965;ISL;Iceland;;0.624070395;;95.37;7.371729299;15048.65208;0;73.86878049;0;1.918064838;4.1;17.28
1966;ISL;Iceland;;0.613591042;;90.31;8.735933476;16088.52087;0;73.3004878;0;1.950822943;4.1;16.825
1967;ISL;Iceland;;0.603770547;;95.6;-1.267261863;15630.40434;0;73.78317073;0;1.982553616;4.1;16.379
1968;ISL;Iceland;;0.595568967;;88.48;-5.474906346;14573.95639;0;74.00585366;0;2.009855362;4.1;15.943
1969;ISL;Iceland;;0.590060432;;88.23;2.374588027;14782.02953;0;73.77634146;0;2.028618454;4.1;15.517
1970;ISL;Iceland;10.69999981;0.591866483;;86.64;12.75329707;16580.07326;0;73.93390244;0;2.039281796;4.1;15.1
1971;ISL;Iceland;17.70000076;0.591951402;;87.48;13.06083763;18594.58501;0;73.5704878;0;2.055840399;4.1;14.731
1972;ISL;Iceland;17.5;0.588131225;;93.48;6.177334445;19456.34291;0;74.45585366;0;2.086154613;4.1;14.37
1973;ISL;Iceland;29.20000076;0.584032367;;95.89;6.806009738;20469.30075;0;74.45097561;0;2.117875312;4.1;14.017
1974;ISL;Iceland;28;0.580830727;;101.97;5.706292137;21346.57413;0;74.51170732;0;2.146723192;4.1;13.67
1975;ISL;Iceland;20.60000038;0.578037334;;103.22;0.646155064;21211.4886;0;75.57878049;0;2.174354115;4.1;13.331
1976;ISL;Iceland;27.39999962;0.576868919;;101.62;5.959367516;22253.51304;0;76.97219512;0;2.196049875;4.1;12.998
1977;ISL;Iceland;28.20000076;0.581607672;;103.03;8.82227725;24037.17289;0;76.37365854;0;2.212458853;4.1;12.674
